id,name,rating,review_count,open_pass_midnight,state
5bmoK5VHcw8ztvC1K0NeBg,Skyline Cafe,4.0,55,True,VA
5coIeO_8UNASFOeV3B6poQ,El Sabor Boliviano,3.0,42,False,VA
5inwMwD7lcnCRtpvW8G9Kw,District BBQ,4.0,405,False,VA
5rL-4FTIqrvnF9yCXj-xbw,BJ's Restaurant & Brewhouse,3.0,454,False,VA
5rlu_qE3jF20habuJicZmg,Taqueria and Snow Cone - La Original,5.0,1,False,VA
5rq47QIOKzCVk0uvOEbgBA,McDonald's,2.0,19,True,VA
5s8G49gFRcj4J8aRkFC4_Q,TNT'Z SMOKED BBQ,4.5,15,False,VA
5t0C8jdBmqacng7VQyLr-w,Subway,2.5,3,False,VA
5xsX1IxLP49qh7Q64qTQcA,Vim & Victor,3.5,28,False,VA
6-UFEj4GxxzDxHkIB-TtDA,Gallery Cafe,2.5,3,False,VA
60VEUM7qvGywV47JiMzHHQ,Panera Bread,3.0,92,False,VA
626QtedNFFwJZ9XwztrWUg,Organic To Go,2.5,2,False,VA
62_n4iF3hE9gwEAnQzeJ5g,MMP's 11:11 Restaurant & Lounge,3.5,6,False,VA
634vdaCiJ2GZ7xDss-WN1g,Maya Bistro,4.5,43,False,VA
65ofSkd-vD2Yh0zuL_Tkgg,Philippine Oriental Market and Deli,4.5,39,False,VA
6639M95wO3vuwjbdvo1kjQ,Olive Garden Italian Restaurant,3.0,226,False,VA
66LA5heg_NbbMYJdH544Mg,Pizza Hut,2.5,3,False,VA
69YFebT1rL76qxLDTPnN_g,Tagliare,2.0,20,False,VA
6A0DodSUHF64eCYyCLlcWA,2941 Restaurant,4.0,813,False,VA
6CaarFHR0sWQ9xej3XnmEQ,Ken's Asian Bistro,3.0,162,True,VA
6FVzNQ1OICx6vjIeSaLh_g,Mama's Chicken,3.0,28,False,VA
6K5pYrpM35vZdnM4Zi8RvQ,Dire Market And Cafe,4.0,1,False,VA
6RY_CJETYZK7ZZHK7YQ7iQ,Five Guys,4.0,67,False,VA
6SAgWX_QDTCWWmkDGhfKVQ,Haveli Restaurant & Banquet Hall,1.5,6,False,VA
6VrQuPy8iFa2hoVfPns9dw,Popeyes Louisiana Kitchen,2.5,46,False,VA
6W1tSAyoEfdJ7KEDc3Bh5g,"LEBANESE TAVERNA - WASHINGTON, DC",3.5,390,False,VA
6_FF7wqIzJ8mGtHkCSq-xw,Good Grubbin',4.0,16,False,VA
6dHIqCu0_CkCzp68g7oT2w,Charley's Philly Steaks,2.5,8,False,VA
6dIDLCjombOEueyvWtsXvA,Deli Mall Cafe,3.5,28,False,VA
6dd27ChtFwUuPNj5BhPizg,Del Ray Pizzeria,3.5,338,False,VA
